diff_window_id,ax_max,ax_min,ax_mean,ay_max,ay_min,ay_mean,az_max,az_min,az_mean,gx_max,gx_min,gx_mean,gy_max,gy_min,gy_mean,gz_max,gz_min,gz_mean,activity
65,0.021973,-0.0146479999999999,0.001004635,0.033203,-0.0369869999999999,-8.787499999999976e-05,0.036987,-0.0578619999999999,-0.003050545,1.89209,-2.258301,-0.0112915,3.41797,-2.868654,0.32257081,1.403809,-2.258301,-0.181274475,riding
66,0.0231929999999999,-0.020996,0.0011871349999999,0.0301519999999999,-0.027588,-0.00114011,0.0549319999999999,-0.0600589999999999,-0.0033117599999999,1.708985,-2.563477,0.002746575,3.112794,-3.967285,0.04577642,1.281739,-1.281738,-0.0408935599999999,riding
67,0.0231929999999999,-0.020996,0.0011889399999999,0.0401619999999999,-0.027588,-0.000165425,0.0549319999999999,-0.0600589999999999,-0.003197015,1.708985,-2.563477,-0.0442504799999999,3.112794,-3.967285,0.000305205,1.586914,-1.281738,0.09094236,riding
68,0.0231929999999999,-0.020996,-0.000106195,0.0401619999999999,-0.027588,0.002309575,0.0549319999999999,-0.0600589999999999,1.3425000000000796e-05,1.708985,-2.563477,-0.011291505,3.112794,-3.967285,-0.1397705249999999,1.586914,-1.098634,0.067749025,riding
69,0.026978,-0.035401,-0.001162695,0.040893,-0.028321,0.00291137,0.0875239999999999,-0.0684819999999999,0.00338014,2.563476,-2.563477,0.0155639499999999,3.845216,-5.676271,-0.45166024,1.586914,-1.098634,0.115356495,riding
70,0.026978,-0.040527,-0.0029656999999999,0.047242,-0.046631,0.002073355,0.1134029999999999,-0.069946,0.00817321,3.479005,-2.624513,0.1657104999999999,4.943849,-5.676271,-0.0115967249999999,1.586914,-2.685547,-0.24230961,riding
71,0.026978,-0.040527,-0.0030908049999999,0.047242,-0.055054,-0.001591165,0.1134029999999999,-0.069946,0.0090221999999999,3.479005,-3.845216,0.022582995,4.943849,-5.676271,0.089721625,1.77002,-2.685547,-0.1080322249999999,riding
72,0.026978,-0.040527,0.0006884999999999,0.047242,-0.055054,-0.0031189049999999,0.1134029999999999,-0.069946,-0.00110963,3.479005,-3.845216,-0.019226055,4.943849,-5.676271,0.117187565,2.258301,-2.685547,0.0585937549999999,riding
73,0.026733,-0.040527,-0.0012512399999999,0.047242,-0.055054,-0.003632825,0.1134029999999999,-0.069946,0.0037005799999999,3.479005,-3.845216,0.11932375,4.943849,-5.249023,0.198974605,2.319336,-2.685547,-0.10864259,riding
74,0.027588,-0.0223389999999999,0.001611325,0.045044,-0.055054,-0.00303833,0.063965,-0.0688469999999999,-0.00422849,5.187989,-13.732913,-0.227356005,4.943849,-5.187989,0.2963257350000001,2.319336,-7.202148000000001,0.057983395,riding
75,0.0357669999999999,-0.028808,0.00326048,0.045044,-0.066528,-0.0034204049999999,0.0783689999999999,-0.09314,-0.0085265899999999,18.493657,-13.732913,-0.048522925,4.943849,-5.187989,0.180664085,8.300781,-7.202148000000001,0.00030516,riding
76,0.0357669999999999,-0.028808,-0.0002252549999999,0.045044,-0.066528,-0.00170899,0.0783689999999999,-0.09314,0.000422385,18.493657,-13.732913,0.110473625,4.943849,-4.699708,-0.1672363899999999,8.300781,-7.202148000000001,0.09094241,riding
77,0.0357669999999999,-0.028808,0.00132446,0.038086,-0.066528,-0.0006823499999999,0.0783689999999999,-0.09314,-0.003253795,18.493657,-13.732913,-0.111999535,4.516602000000001,-4.699708,-0.0607299049999999,8.300781,-7.202148000000001,0.0915527599999999,riding
78,0.0357669999999999,-0.028808,8.299500000000015e-05,0.031128,-0.066528,0.00041197,0.0783689999999999,-0.09314,-0.0001861849999999,18.493657,-8.178711999999999,0.13458253,4.02832,-4.699708,-0.2789307099999999,8.300781,-2.136231,0.0875854499999999,riding
79,0.0249019999999999,-0.0176999999999999,-0.0020550449999999,0.0405269999999999,-0.047729,0.0008605949999999,0.0440679999999999,-0.065918,0.00520324,5.432129,-3.90625,0.093383765,3.2958989999999995,-4.699708,-0.1263427549999999,2.319336,-1.89209,-0.091857905,riding
80,0.0249019999999999,-0.016846,0.0004327499999999,0.041259,-0.047729,0.0001288,0.044433,-0.065918,-0.001024795,3.3569340000000003,-3.2959,-0.072021495,3.4179690000000003,-3.601074,0.032043465,2.075195,-1.89209,-0.17608645,riding
